Plant,Price EUR,Pot Size,Height,Product URL,Catalogue Page
Begonia ESCARGOT €1.62 6 cm 12 cm,1.62,6 cm,12 cm,https://www.floraccess.com/en/product/96662/begonia-escargot/?source=Search,27
Begonia ESCARGOT €4.53 12 cm 25 cm,4.53,12 cm,25 cm,https://www.floraccess.com/en/product/120397/begonia-escargot/?source=Search,291
Begonia JUNGLE WONDER BLACK €4.76 15 cm 25-35 cm,4.76,15 cm,35 cm,https://www.floraccess.com/en/product/121269/begonia-jungle-wonder-black/?source=Search,233
Begonia JUNGLE WONDER BROWN €4.76 15 cm 25-35 cm,4.76,15 cm,35 cm,https://www.floraccess.com/en/product/121270/begonia-jungle-wonder-brown/?source=Search,228
Begonia JUNGLE WONDER EBONY €4.76 15 cm 25-35 cm,4.76,15 cm,35 cm,https://www.floraccess.com/en/product/121271/begonia-jungle-wonder-ebony/?source=Search,77
Begonia JUNGLE WONDER ESCARGOT €4.85 15 cm 25-35 cm,4.85,15 cm,35 cm,https://www.floraccess.com/en/product/121272/begonia-jungle-wonder-escargot/?source=Search,396
Begonia JUNGLE WONDER GREEN €4.76 15 cm 25-35 cm,4.76,15 cm,35 cm,https://www.floraccess.com/en/product/121273/begonia-jungle-wonder-green/?source=Search,335
Begonia JUNGLE WONDER TRICOLORE €4.76 15 cm 25-35 cm,4.76,15 cm,35 cm,https://www.floraccess.com/en/product/121275/begonia-jungle-wonder-tricolore/?source=Search,121
Begonia JUNGLE WONDERS MIX €4.82 15 cm 25-35 cm,4.82,15 cm,35 cm,https://www.floraccess.com/en/product/121268/begonia-jungle-wonders-mix/?source=Search,244
Begonia LUNAR LIGHTS LITTLE MOON €7.97 15 cm 33-43 cm,7.97,15 cm,43 cm,https://www.floraccess.com/en/product/116128/begonia-lunar-lights-little-moon/?source=Search,396
Begonia MAGIC COLOURS DARK MAMBO €4.56 12 cm 30 cm,4.56,12 cm,30 cm,https://www.floraccess.com/en/product/123102/begonia-magic-colours-dark-mambo/?source=Search,164
Begonia MAGIC COLOURS ETNA €4.16 12 cm 25 cm,4.16,12 cm,25 cm,https://www.floraccess.com/en/product/95480/begonia-magic-colours-etna/?source=Search,130
Begonia MAGIC COLOURS FEDOR €4.16 12 cm 25 cm,4.16,12 cm,25 cm,https://www.floraccess.com/en/product/95481/begonia-magic-colours-fedor/?source=Search,90
Begonia MAGIC COLOURS HUGH MCLAUCHLAN €1.59 6 cm 10 cm,1.59,6 cm,10 cm,https://www.floraccess.com/en/product/78978/begonia-magic-colours-hugh-mclauchlan/?source=Search,7
Begonia MAGIC COLOURS JIVE €4.16 12 cm 25 cm,4.16,12 cm,25 cm,https://www.floraccess.com/en/product/95482/begonia-magic-colours-jive/?source=Search,109
Begonia MAGIC COLOURS LION DANCE €4.22 12 cm 25 cm,4.22,12 cm,25 cm,https://www.floraccess.com/en/product/100596/begonia-magic-colours-lion-dance/?source=Search,73
Begonia MAGIC COLOURS MACARENA €4.16 12 cm 25 cm,4.16,12 cm,25 cm,https://www.floraccess.com/en/product/95484/begonia-magic-colours-macarena/?source=Search,78
Begonia MAGIC COLOURS MIX €4.16 12 cm 25 cm,4.16,12 cm,25 cm,https://www.floraccess.com/en/product/95485/begonia-magic-colours-mix/?source=Search,114
Begonia MAGIC COLOURS MIX €5.71 12 cm 25 cm,5.71,12 cm,25 cm,https://www.floraccess.com/en/product/118036/begonia-magic-colours-mix/?source=Search,231
Begonia MAGIC COLOURS MIX €6.00 12 cm 25 cm,6.0,12 cm,25 cm,https://www.floraccess.com/en/product/113673/begonia-magic-colours-mix/?source=Search,90
Begonia MAGIC COLOURS RED KISS €1.59 6 cm 10 cm,1.59,6 cm,10 cm,https://www.floraccess.com/en/product/60552/begonia-magic-colours-red-kiss/?source=Search,8
Begonia MAGIC COLOURS RED KISS €1.78 8.5 cm 20 cm,1.78,8.5 cm,20 cm,https://www.floraccess.com/en/product/94751/begonia-magic-colours-red-kiss/?source=Search,116
Begonia MAGIC COLOURS SPITFIRE €4.16 12 cm 25 cm,4.16,12 cm,25 cm,https://www.floraccess.com/en/product/95489/begonia-magic-colours-spitfire/?source=Search,238
Begonia MIX €3.58 6 cm 12 cm,3.58,6 cm,12 cm,https://www.floraccess.com/en/product/97768/begonia-mix/?source=Search,396
Begonia MIX €3.58 6 cm 15 cm,3.58,6 cm,15 cm,https://www.floraccess.com/en/product/90613/begonia-mix/?source=Search,244
Begonia MIX €3.99 6 cm 15 cm,3.99,6 cm,15 cm,https://www.floraccess.com/en/product/90620/begonia-mix/?source=Search,57
Begonia MIX €6.03 8 cm 12 cm,6.03,8 cm,12 cm,https://www.floraccess.com/en/product/122948/begonia-mix/?source=Search,48
Begonia MOVE 2 JOY PINK €4.46 13 cm 25-35 cm,4.46,13 cm,35 cm,https://www.floraccess.com/en/product/100066/begonia-move-2-joy-pink/?source=Search,244
Begonia REX MIX €1.23 6 cm 15 cm,1.23,6 cm,15 cm,https://www.floraccess.com/en/product/113601/begonia-rex-mix/?source=Search,42
Begonia REX MIX €1.73 6 cm 15 cm,1.73,6 cm,15 cm,https://www.floraccess.com/en/product/76632/begonia-rex-mix/?source=Search,23
Begonia REX MIX €1.76 6 cm 12 cm,1.76,6 cm,12 cm,https://www.floraccess.com/en/product/32490/begonia-rex-mix/?source=Search,7
Begonia REX MIX €1.76 6 cm 12 cm,1.76,6 cm,12 cm,https://www.floraccess.com/en/product/109347/begonia-rex-mix/?source=Search,59
Begonia REX MIX €2.81 6 cm 15 cm,2.81,6 cm,15 cm,https://www.floraccess.com/en/product/77413/begonia-rex-mix/?source=Search,396
Begonia REX MIX €3.30 6 cm 15 cm,3.3,6 cm,15 cm,https://www.floraccess.com/en/product/85163/begonia-rex-mix/?source=Search,396
Begonia REX MIX €3.55 6 cm 12 cm,3.55,6 cm,12 cm,https://www.floraccess.com/en/product/113637/begonia-rex-mix/?source=Search,396
Begonia REX MIX €3.58 6 cm 12 cm,3.58,6 cm,12 cm,https://www.floraccess.com/en/product/95268/begonia-rex-mix/?source=Search,396
Begonia REX MIX €3.63 6 cm 12 cm,3.63,6 cm,12 cm,https://www.floraccess.com/en/product/95269/begonia-rex-mix/?source=Search,396
Begonia TUBEROSA MIX €3.01 12 cm 15 cm,3.01,12 cm,15 cm,https://www.floraccess.com/en/product/123965/begonia-tuberosa-mix/?source=Search,396
Begonia VALENTINO WHITE €4.81 14 cm 27-37 cm,4.81,14 cm,37 cm,https://www.floraccess.com/en/product/98856/begonia-valentino-white/?source=Search,191
Begonia albopicta €6.55 12 cm 25 cm,6.55,12 cm,25 cm,https://www.floraccess.com/en/product/122587/begonia-albopicta/?source=Search,181
Begonia amphioxus x malachosticta €15.24 14 cm 25-35 cm,15.24,14 cm,35 cm,https://www.floraccess.com/en/product/124603/begonia-amphioxus-x-malachosticta/?source=Search,191
Begonia amphioxus x malachosticta €5.96 8 cm 12 cm,5.96,8 cm,12 cm,https://www.floraccess.com/en/product/124035/begonia-amphioxus-x-malachosticta/?source=Search,396
Begonia amphioxus x malachosticta €6.12 8 cm 12 cm,6.12,8 cm,12 cm,https://www.floraccess.com/en/product/121043/begonia-amphioxus-x-malachosticta/?source=Search,7
Begonia amphioxus €1.59 6 cm 10 cm,1.59,6 cm,10 cm,https://www.floraccess.com/en/product/54110/begonia-amphioxus/?source=Search,1
Begonia baramensis €8.99 8 cm 12 cm,8.99,8 cm,12 cm,https://www.floraccess.com/en/product/122178/begonia-baramensis/?source=Search,135
Begonia barsalouxiae €6.12 8 cm 12 cm,6.12,8 cm,12 cm,https://www.floraccess.com/en/product/125399/begonia-barsalouxiae/?source=Search,40
Begonia beijnenii €15.26 12 cm 20 cm,15.26,12 cm,20 cm,https://www.floraccess.com/en/product/122735/begonia-beijnenii/?source=Search,302
Begonia chlorosticta €6.22 8 cm 12 cm,6.22,8 cm,12 cm,https://www.floraccess.com/en/product/116784/begonia-chlorosticta/?source=Search,14
Begonia cleopatrae €1.62 6 cm 10 cm,1.62,6 cm,10 cm,https://www.floraccess.com/en/product/90586/begonia-cleopatrae/?source=Search,4
Begonia curtisii 'Galaxy' €14.66 8 cm 12 cm,14.66,8 cm,12 cm,https://www.floraccess.com/en/product/123692/begonia-curtisii-galaxy/?source=Search,16
Begonia darthvaderiana 'Green Spots' €6.12 8 cm 12 cm,6.12,8 cm,12 cm,https://www.floraccess.com/en/product/118845/begonia-darthvaderiana-green-spots/?source=Search,2
Begonia elaeagnifolia €10.33 9 cm 25 cm,10.33,9 cm,25 cm,https://www.floraccess.com/en/product/60876/begonia-elaeagnifolia/?source=Search,86
Begonia ferox €13.34 17 cm 30-40 cm,13.34,17 cm,40 cm,https://www.floraccess.com/en/product/102168/begonia-ferox/?source=Search,145
Begonia ferox €4.85 12 cm 25 cm,4.85,12 cm,25 cm,https://www.floraccess.com/en/product/120389/begonia-ferox/?source=Search,280
Begonia filiformis €6.12 8 cm 12 cm,6.12,8 cm,12 cm,https://www.floraccess.com/en/product/122179/begonia-filiformis/?source=Search,48
Begonia foliosa miniata €10.00 8 cm 15 cm,10.0,8 cm,15 cm,https://www.floraccess.com/en/product/60875/begonia-foliosa-miniata/?source=Search,112
Begonia grandis €7.92 12 cm 25-35 cm,7.92,12 cm,35 cm,https://www.floraccess.com/en/product/123538/begonia-grandis/?source=Search,233
Begonia hatacoa RUBRIFOLIA €9.97 12 cm 25 cm,9.97,12 cm,25 cm,https://www.floraccess.com/en/product/55942/begonia-hatacoa-rubrifolia/?source=Search,58
Begonia hemsleyana 'Silver Dots' €19.74 14 cm 40-50 cm,19.74,14 cm,50 cm,https://www.floraccess.com/en/product/69902/begonia-hemsleyana-silver-dots/?source=Search,142
Begonia lamriana 'Silver' €6.12 8 cm 12 cm,6.12,8 cm,12 cm,https://www.floraccess.com/en/product/124036/begonia-lamriana-silver/?source=Search,25
Begonia listada €1.62 6 cm 15 cm,1.62,6 cm,15 cm,https://www.floraccess.com/en/product/118118/begonia-listada/?source=Search,11
Begonia maculata 'Bubbles Compact' €2.56 6 cm 10 cm,2.56,6 cm,10 cm,https://www.floraccess.com/en/product/120390/begonia-maculata-bubbles-compact/?source=Search,227
Begonia maculata 'Ruby Compact' €6.55 12 cm 25 cm,6.55,12 cm,25 cm,https://www.floraccess.com/en/product/120392/begonia-maculata-ruby-compact/?source=Search,291
Begonia maculata 'Silver Spot' €2.56 6 cm 10 cm,2.56,6 cm,10 cm,https://www.floraccess.com/en/product/120393/begonia-maculata-silver-spot/?source=Search,10
Begonia maculata ANGEL MIX €2.60 6 cm 18 cm,2.6,6 cm,18 cm,https://www.floraccess.com/en/product/77754/begonia-maculata-angel-mix/?source=Search,191
Begonia maculata ANGEL MIX €8.80 13.5 cm 30-40 cm,8.8,13.5 cm,40 cm,https://www.floraccess.com/en/product/57392/begonia-maculata-angel-mix/?source=Search,129
Begonia maculata €19.50 15 cm 50-70 cm,19.5,15 cm,70 cm,https://www.floraccess.com/en/product/47625/begonia-maculata/?source=Search,244
Begonia maculata €2.62 6 cm 18 cm,2.62,6 cm,18 cm,https://www.floraccess.com/en/product/50405/begonia-maculata/?source=Search,50
Begonia maculata €5.21 12 cm 25-35 cm,5.21,12 cm,35 cm,https://www.floraccess.com/en/product/108471/begonia-maculata/?source=Search,156
Begonia masoniana 'Mountain' €10.25 14 cm 25-35 cm,10.25,14 cm,35 cm,https://www.floraccess.com/en/product/94752/begonia-masoniana-mountain/?source=Search,188
Begonia masoniana 'Mountain' €4.55 12 cm 25-35 cm,4.55,12 cm,35 cm,https://www.floraccess.com/en/product/98615/begonia-masoniana-mountain/?source=Search,71
Begonia masoniana RIVER €4.55 12 cm 25-35 cm,4.55,12 cm,35 cm,https://www.floraccess.com/en/product/101549/begonia-masoniana-river/?source=Search,92
Begonia masoniana €4.85 12 cm 25 cm,4.85,12 cm,25 cm,https://www.floraccess.com/en/product/122593/begonia-masoniana/?source=Search,238
Begonia palmata €6.12 8 cm 12 cm,6.12,8 cm,12 cm,https://www.floraccess.com/en/product/118966/begonia-palmata/?source=Search,98
Begonia pseudoedulis 'Shiwanshan' €6.12 8 cm 12 cm,6.12,8 cm,12 cm,https://www.floraccess.com/en/product/123270/begonia-pseudoedulis-shiwanshan/?source=Search,36
Begonia solimutata €1.62 6 cm 15 cm,1.62,6 cm,15 cm,https://www.floraccess.com/en/product/112143/begonia-solimutata/?source=Search,8
Begonia sp. Julau Type 2 €6.12 8 cm 12 cm,6.12,8 cm,12 cm,https://www.floraccess.com/en/product/123693/begonia-sp-julau-type-2/?source=Search,144
Begonia sp. Ngoc Lac Green Form €23.82 12 cm 20 cm,23.82,12 cm,20 cm,https://www.floraccess.com/en/product/122095/begonia-sp-ngoc-lac-green-form/?source=Search,80
Begonia sp. julau €6.12 8 cm 12 cm,6.12,8 cm,12 cm,https://www.floraccess.com/en/product/122181/begonia-sp-julau/?source=Search,34
Begonia subnummularifolia €12.52 12 cm 22 cm,12.52,12 cm,22 cm,https://www.floraccess.com/en/product/115652/begonia-subnummularifolia/?source=Search,20
Berberis buxifolia 'Nana' €6.76 19 cm 25 cm,6.76,19 cm,25 cm,https://www.floraccess.com/en/product/61479/berberis-buxifolia-nana/?source=Search,396
Berberis buxifolia 'Nana' €9.06 17 cm 20 cm,9.06,17 cm,20 cm,https://www.floraccess.com/en/product/76746/berberis-buxifolia-nana/?source=Search,396
Berberis darwinii €6.25 17 cm 30-40 cm,6.25,17 cm,40 cm,https://www.floraccess.com/en/product/125255/berberis-darwinii/?source=Search,396
Berberis thunbergii 'Admiration' €78.27 40 cm 90-110 cm,78.27,40 cm,110 cm,https://www.floraccess.com/en/product/125247/berberis-thunbergii-admiration/?source=Search,396
Berberis thunbergii 'Atropurpurea Nana' €27.52 29 cm 35-45 cm,27.52,29 cm,45 cm,https://www.floraccess.com/en/product/125248/berberis-thunbergii-atropurpurea-nana/?source=Search,396
Berberis thunbergii 'Atropurpurea Nana' €6.75 17 cm 25-35 cm,6.75,17 cm,35 cm,https://www.floraccess.com/en/product/78506/berberis-thunbergii-atropurpurea-nana/?source=Search,396
Berberis thunbergii 'Atropurpurea Nana' €9.00 17 cm 25 cm,9.0,17 cm,25 cm,https://www.floraccess.com/en/product/27449/berberis-thunbergii-atropurpurea-nana/?source=Search,396
Berberis thunbergii 'Aurea' €6.76 19 cm 25 cm,6.76,19 cm,25 cm,https://www.floraccess.com/en/product/61481/berberis-thunbergii-aurea/?source=Search,335
Berberis thunbergii 'Aurea' €7.73 17 cm 30-40 cm,7.73,17 cm,40 cm,https://www.floraccess.com/en/product/125270/berberis-thunbergii-aurea/?source=Search,396
Berberis thunbergii 'Bagatelle' €7.61 17 cm 25-35 cm,7.61,17 cm,35 cm,https://www.floraccess.com/en/product/125271/berberis-thunbergii-bagatelle/?source=Search,396
Berberis thunbergii 'Bagatelle' €8.81 17 cm 20 cm,8.81,17 cm,20 cm,https://www.floraccess.com/en/product/30420/berberis-thunbergii-bagatelle/?source=Search,396
Berberis thunbergii 'Dart's Red Lady' €6.76 19 cm 25 cm,6.76,19 cm,25 cm,https://www.floraccess.com/en/product/61483/berberis-thunbergii-darts-red-lady/?source=Search,397
Berberis thunbergii 'Dart's Red Lady' €7.69 17 cm 25-35 cm,7.69,17 cm,35 cm,https://www.floraccess.com/en/product/125272/berberis-thunbergii-darts-red-lady/?source=Search,396
Berberis thunbergii 'Harlequin' €6.76 19 cm 25 cm,6.76,19 cm,25 cm,https://www.floraccess.com/en/product/61484/berberis-thunbergii-harlequin/?source=Search,335
Berberis thunbergii 'Kobold' €7.50 17 cm 25 cm,7.5,17 cm,25 cm,https://www.floraccess.com/en/product/125273/berberis-thunbergii-kobold/?source=Search,397
Berberis thunbergii 'Natasza' €77.49 40 cm 110-130 cm,77.49,40 cm,130 cm,https://www.floraccess.com/en/product/125269/berberis-thunbergii-natasza/?source=Search,397
Berberis thunbergii 'Powwow' €6.76 19 cm 25 cm,6.76,19 cm,25 cm,https://www.floraccess.com/en/product/64093/berberis-thunbergii-powwow/?source=Search,397
Berberis thunbergii 'Red Chief' €85.87 40 cm 140-160 cm,85.87,40 cm,160 cm,https://www.floraccess.com/en/product/125268/berberis-thunbergii-red-chief/?source=Search,397
Berberis thunbergii 'Rose Glow' €7.09 19 cm 25-35 cm,7.09,19 cm,35 cm,https://www.floraccess.com/en/product/93852/berberis-thunbergii-rose-glow/?source=Search,397
Berberis thunbergii 'Rose Glow' €86.44 40 cm 110-130 cm,86.44,40 cm,130 cm,https://www.floraccess.com/en/product/125267/berberis-thunbergii-rose-glow/?source=Search,397
Berberis thunbergii 'Rose Glow' €9.00 17 cm 25 cm,9.0,17 cm,25 cm,https://www.floraccess.com/en/product/36562/berberis-thunbergii-rose-glow/?source=Search,244
Berberis thunbergii 'Ruby Star' €7.43 19 cm 25-35 cm,7.43,19 cm,35 cm,https://www.floraccess.com/en/product/63975/berberis-thunbergii-ruby-star/?source=Search,164
Berberis thunbergii 'Ruby Star' €9.77 17 cm 25 cm,9.77,17 cm,25 cm,https://www.floraccess.com/en/product/121509/berberis-thunbergii-ruby-star/?source=Search,164
Berberis x frikartii 'Amstelveen' €7.93 17 cm 35-45 cm,7.93,17 cm,45 cm,https://www.floraccess.com/en/product/125253/berberis-x-frikartii-amstelveen/?source=Search,397
Berberis x frikartii 'Amstelveen' €9.14 17 cm 25-35 cm,9.14,17 cm,35 cm,https://www.floraccess.com/en/product/79168/berberis-x-frikartii-amstelveen/?source=Search,397
Berberis x frikartii 'Telstar' €8.95 17 cm 25-35 cm,8.95,17 cm,35 cm,https://www.floraccess.com/en/product/79169/berberis-x-frikartii-telstar/?source=Search,397
Berberis x lologensis 'Apricot Queen' €125.08 40 cm 140-160 cm,125.08,40 cm,160 cm,https://www.floraccess.com/en/product/125252/berberis-x-lologensis-apricot-queen/?source=Search,397
Berberis x media 'Red Jewel' €9.00 17 cm 20 cm,9.0,17 cm,20 cm,https://www.floraccess.com/en/product/79171/berberis-x-media-red-jewel/?source=Search,397
Berberis x ottawensis 'Auricoma' €77.03 40 cm 115-135 cm,77.03,40 cm,135 cm,https://www.floraccess.com/en/product/125251/berberis-x-ottawensis-auricoma/?source=Search,397
Berberis x ottawensis 'Superba' €83.28 40 cm 140-160 cm,83.28,40 cm,160 cm,https://www.floraccess.com/en/product/125250/berberis-x-ottawensis-superba/?source=Search,397
Berberis x stenophylla €7.65 17 cm 25 cm,7.65,17 cm,25 cm,https://www.floraccess.com/en/product/125264/berberis-x-stenophylla/?source=Search,397
Berberis x stenophylla €82.77 40 cm 90-110 cm,82.77,40 cm,110 cm,https://www.floraccess.com/en/product/125249/berberis-x-stenophylla/?source=Search,397
Bergenia 'Bressingham White' €2.51 9 cm 15 cm,2.51,9 cm,15 cm,https://www.floraccess.com/en/product/80162/bergenia-bressingham-white/?source=Search,192
Bergenia 'Bressingham White' €2.77 9 cm 15 cm,2.77,9 cm,15 cm,https://www.floraccess.com/en/product/65475/bergenia-bressingham-white/?source=Search,217
Bergenia 'Bressingham White' €4.70 17 cm 25 cm,4.7,17 cm,25 cm,https://www.floraccess.com/en/product/88537/bergenia-bressingham-white/?source=Search,397
Bergenia cordifolia 'Eroica' €5.02 17 cm 25 cm,5.02,17 cm,25 cm,https://www.floraccess.com/en/product/77114/bergenia-cordifolia-eroica/?source=Search,397
Bergenia cordifolia 'Purpurea' €1.34 9 cm 15 cm,1.34,9 cm,15 cm,https://www.floraccess.com/en/product/80164/bergenia-cordifolia-purpurea/?source=Search,335
Bergenia cordifolia 'Purpurea' €1.60 9 cm 15 cm,1.6,9 cm,15 cm,https://www.floraccess.com/en/product/65477/bergenia-cordifolia-purpurea/?source=Search,280
Berzelia cordifolia €1.34 9 cm 15 cm,1.34,9 cm,15 cm,https://www.floraccess.com/en/product/80163/berzelia-cordifolia/?source=Search,397
Betula nana 'Golden Treasure' €8.01 19 cm 30-40 cm,8.01,19 cm,40 cm,https://www.floraccess.com/en/product/59095/betula-nana-golden-treasure/?source=Search,184
Betula pendula 'Fuzzy Feathers' €8.14 19 cm 30-40 cm,8.14,19 cm,40 cm,https://www.floraccess.com/en/product/98708/betula-pendula-fuzzy-feathers/?source=Search,101
Betula pendula 'Spider Alley' €8.14 19 cm 30-40 cm,8.14,19 cm,40 cm,https://www.floraccess.com/en/product/98709/betula-pendula-spider-alley/?source=Search,68
Betula pendula 'Spider Alley' €87.61 32 cm 180-200 cm,87.61,32 cm,200 cm,https://www.floraccess.com/en/product/102912/betula-pendula-spider-alley/?source=Search,397
Betula pendula MAGICAL GLOBE €133.99 34 cm 170-190 cm,133.99,34 cm,190 cm,https://www.floraccess.com/en/product/102911/betula-pendula-magical-globe/?source=Search,335
Betula utilis 'Doorenbos' €59.98 32 cm 165-185 cm,59.98,32 cm,185 cm,https://www.floraccess.com/en/product/125266/betula-utilis-doorenbos/?source=Search,397
Biophytum sensitivum €3.22 8 cm 15 cm,3.22,8 cm,15 cm,https://www.floraccess.com/en/product/118964/biophytum-sensitivum/?source=Search,16
Biophytum sensitivum €3.36 9 cm 15 cm,3.36,9 cm,15 cm,https://www.floraccess.com/en/product/39900/biophytum-sensitivum/?source=Search,2
Biophytum zenkeri €5.21 8 cm 15 cm,5.21,8 cm,15 cm,https://www.floraccess.com/en/product/120575/biophytum-zenkeri/?source=Search,12
Blechnum brasiliense 'Volcano' €3.83 12 cm 25-35 cm,3.83,12 cm,35 cm,https://www.floraccess.com/en/product/34514/blechnum-brasiliense-volcano/?source=Search,12
Blechnum gibbum 'Silver Lady' €14.45 24 cm 60-80 cm,14.45,24 cm,80 cm,https://www.floraccess.com/en/product/36557/blechnum-gibbum-silver-lady/?source=Search,37
